1c64bff45216007f_jpg.rf.00472dc1dcd49262a84274a23e3a1999.jpg,45,58,402,355,Truck
b61201eee8903342_jpg.rf.00edd486466508ba478ce7709da69352.jpg,216,44,407,378,Bus
b61201eee8903342_jpg.rf.00edd486466508ba478ce7709da69352.jpg,44,48,235,356,Bus
bdc6ddcd3b5129bb_jpg.rf.00da54335aeba68b1d59d976f1f7c3d3.jpg,41,163,155,303,Bus
bdc6ddcd3b5129bb_jpg.rf.00da54335aeba68b1d59d976f1f7c3d3.jpg,143,136,416,350,Bus
f843e953b9f2d8e1_jpg.rf.0AaONaZLHjWf2c7AwmKd.jpg,48,293,335,393,Car
f843e953b9f2d8e1_jpg.rf.0AaONaZLHjWf2c7AwmKd.jpg,345,269,416,367,Car
bb77a64dbce401ed_jpg.rf.0595e0a7911e709f9e8716977eec3dd2.jpg,25,111,381,359,Car
bb77a64dbce401ed_jpg.rf.0595e0a7911e709f9e8716977eec3dd2.jpg,373,98,415,200,Car
dc8bd5855688ad54_jpg.rf.01614de7d7ff5420962415f25eaa4028.jpg,5,206,159,268,Car
dc8bd5855688ad54_jpg.rf.01614de7d7ff5420962415f25eaa4028.jpg,257,204,409,270,Car
dc8bd5855688ad54_jpg.rf.01614de7d7ff5420962415f25eaa4028.jpg,345,302,416,416,Car
d33229162d822801_jpg.rf.0a2e6308571b40ba2a04cc7899f0b415.jpg,143,151,358,333,Car
d33229162d822801_jpg.rf.0a2e6308571b40ba2a04cc7899f0b415.jpg,0,154,29,190,Car
d33229162d822801_jpg.rf.0a2e6308571b40ba2a04cc7899f0b415.jpg,26,157,55,188,Car
d33229162d822801_jpg.rf.0a2e6308571b40ba2a04cc7899f0b415.jpg,48,159,80,189,Car
d33229162d822801_jpg.rf.0a2e6308571b40ba2a04cc7899f0b415.jpg,61,163,97,185,Car
f71f6c1a323b6fa5_jpg.rf.0bf9cccc8dbbc40ef85915eb4a2470ca.jpg,88,152,249,353,Motorcycle
6704ff10a79cf50f_jpg.rf.03b95bd8ac711d2eba2e5edaf09318b4.jpg,0,70,79,323,Ambulance
6704ff10a79cf50f_jpg.rf.03b95bd8ac711d2eba2e5edaf09318b4.jpg,75,62,343,365,Ambulance
6704ff10a79cf50f_jpg.rf.03b95bd8ac711d2eba2e5edaf09318b4.jpg,309,94,415,309,Ambulance
2b9ced539656ae78_jpg.rf.09375be44a0f433daca7f5d9d5a69aa1.jpg,42,128,162,247,Car
ce21b1595f7f0cfb_jpg.rf.0XnUsIWMYVB9YXgTcVwj.jpg,41,193,275,373,Car
26513c95488eebdd_jpg.rf.0Ngs4rbrTpLkJdIC6tzs.jpg,26,42,324,356,Truck
011a8a0a921c2376_jpg.rf.064272f1b667f68b4340d240244ff7e8.jpg,0,0,398,415,Truck
49304cbc80ffb423_jpg.rf.0c5d85d92b825873151942d8283b27b1.jpg,12,3,385,370,Truck
26263aba764cf3ed_jpg.rf.0EnVZpaR9duphdjXXiDb.jpg,0,14,99,161,Car
26263aba764cf3ed_jpg.rf.0EnVZpaR9duphdjXXiDb.jpg,41,3,103,79,Car
26263aba764cf3ed_jpg.rf.0EnVZpaR9duphdjXXiDb.jpg,60,0,389,416,Car
9702d272dcc9e1fe_jpg.rf.0ec10b9b18ce5cd7f58d83b992ef4ac3.jpg,230,127,390,320,Bus
ca00cc1e9f910cfa_jpg.rf.050bd662c9b06cd0b9b90bf08ac1247b.jpg,37,58,397,390,Car
ca00cc1e9f910cfa_jpg.rf.050bd662c9b06cd0b9b90bf08ac1247b.jpg,242,20,332,76,Car
ca00cc1e9f910cfa_jpg.rf.050bd662c9b06cd0b9b90bf08ac1247b.jpg,329,38,369,83,Car
ca00cc1e9f910cfa_jpg.rf.050bd662c9b06cd0b9b90bf08ac1247b.jpg,361,35,415,202,Car
0b35c604f8a87bd0_jpg.rf.0771220380bd5aa3d252ce58471bf2c7.jpg,0,44,145,283,Ambulance
0b35c604f8a87bd0_jpg.rf.0771220380bd5aa3d252ce58471bf2c7.jpg,1,58,35,130,Ambulance
0b35c604f8a87bd0_jpg.rf.0771220380bd5aa3d252ce58471bf2c7.jpg,50,17,336,363,Ambulance
62095bcc48bd06cf_jpg.rf.0e2231a4609bf904e4d4f35ba3cb444c.jpg,0,291,51,393,Car
62095bcc48bd06cf_jpg.rf.0e2231a4609bf904e4d4f35ba3cb444c.jpg,105,253,416,416,Car
e541b1c93246e2d2_jpg.rf.0cIzIvtBeu1rYqvlJKAe.jpg,61,83,411,397,Truck
3a0139f984e673b9_jpg.rf.0d55747152a4fa9ac17bcd1ff8b6fbfd.jpg,20,113,355,382,Ambulance
eee9fc95c2437751_jpg.rf.0BcZErMcaM1kVgb1AONC.jpg,16,197,386,362,Bus
eee9fc95c2437751_jpg.rf.0BcZErMcaM1kVgb1AONC.jpg,401,195,416,305,Bus
a6584f0e0dcbf71c_jpg.rf.0cf0d194f8c5d5f0fa50f9f12c7723c9.jpg,64,288,89,307,Car
c68b78dcd33a89c0_jpg.rf.0f7577d75d5f7aa6293b09ce6949d67d.jpg,33,350,107,388,Car
c68b78dcd33a89c0_jpg.rf.0f7577d75d5f7aa6293b09ce6949d67d.jpg,0,341,53,380,Car
c68b78dcd33a89c0_jpg.rf.0f7577d75d5f7aa6293b09ce6949d67d.jpg,303,345,353,379,Car
c68b78dcd33a89c0_jpg.rf.0f7577d75d5f7aa6293b09ce6949d67d.jpg,348,347,382,376,Car
c68b78dcd33a89c0_jpg.rf.0f7577d75d5f7aa6293b09ce6949d67d.jpg,376,341,405,372,Car
d5a95b86f4ce76c1_jpg.rf.0fccda34c2ac653732e273966e2ea941.jpg,65,138,335,367,Ambulance
65e29a38268145a8_jpg.rf.10c30d6ccb1692243ca4eb7d450751a3.jpg,43,27,403,392,Car
65e29a38268145a8_jpg.rf.10c30d6ccb1692243ca4eb7d450751a3.jpg,263,86,415,237,Car
65e29a38268145a8_jpg.rf.10c30d6ccb1692243ca4eb7d450751a3.jpg,371,86,415,144,Car
b8a245cb4571e8fb_jpg.rf.1080d34119681432638b681d97276175.jpg,40,121,188,408,Motorcycle
b8a245cb4571e8fb_jpg.rf.1080d34119681432638b681d97276175.jpg,169,21,322,407,Motorcycle
6b08b17e4bd591d8_jpg.rf.13bc2985423afe433b8d9088662b4e71.jpg,0,216,146,341,Car
933a65f721f20680_jpg.rf.11L26anW0fw4r6sBqAn0.jpg,57,9,416,416,Motorcycle
8996881c2bf7245a_jpg.rf.0qG3fjtx6XdUVXXQWt8t.jpg,8,297,188,405,Car
86300d7134e22a54_jpg.rf.1435f12b92734b1855634564ee030230.jpg,25,102,257,200,Truck
fc89e4a4c0ba33f1_jpg.rf.0rSRqfyQZKYjCfuA5Eix.jpg,285,231,364,302,Truck
7693ecc1e8107ba8_jpg.rf.11StsEPjRmQfUeqacthC.jpg,167,90,336,230,Ambulance
045f8f2e4c2e3077_jpg.rf.107779352cd8cac31411952fc53cf99d.jpg,23,104,396,401,Truck
1dbc8d811c800ef7_jpg.rf.0fe7faaa475da74452fb74b9883f7088.jpg,21,20,398,356,Ambulance
f5eafb239bfa8a30_jpg.rf.19e66d3364097f628749b5de902a385e.jpg,9,55,412,397,Motorcycle
